SALE ID,USER ID,PRODUCT ID,NUTRITIONIST ID,PURCHASE AMOUNT,SALE DATE,ORDER TYPE
S00934,U0602,P011,—,$24.00,2024-05-19,ebook
S00935,U0675,P043,N019,$70.24,2024-01-03,coaching
S00936,U0808,P037,N006,$90.64,2024-02-09,coaching
S00937,U0268,P032,—,$22.54,2024-06-17,ebook
S00938,U0831,P044,—,$28.63,2024-03-03,ebook
S00939,U0491,P038,N004,$132.70,2024-03-19,coaching
S00940,U0072,P030,—,$25.61,2024-12-03,ebook
S00941,U0056,P041,N009,$108.42,2024-01-03,coaching
S00942,U0332,P003,—,$22.12,2024-08-19,ebook
S00943,U0788,P047,—,$29.00,2024-10-18,ebook
S00944,U0703,P004,—,$25.03,2024-05-24,ebook
S00945,U0791,P004,—,$23.88,2024-10-07,ebook
S00946,U0513,P025,—,$30.92,2024-05-10,supplement
S00947,U0432,P050,—,$26.31,2024-02-15,ebook
S00948,U0149,P014,—,$12.26,2024-07-25,ebook
S00949,U0326,P049,—,$28.09,2024-03-19,ebook
S00950,U0426,P032,—,$25.02,2024-06-07,ebook
S00951,U0084,P039,—,$33.40,2024-12-06,supplement
S00952,U0218,P024,—,$19.25,2024-09-07,ebook
S00953,U0597,P025,N016,$75.85,2024-11-03,coaching
S00954,U0738,P049,N014,$130.10,2024-11-10,coaching
S00955,U0999,P041,—,$17.52,2024-01-21,ebook
S00956,U0934,P030,N008,$113.76,2024-12-31,coaching
S00957,U0643,P032,—,$19.55,2024-11-27,ebook
S00958,U0413,P019,N015,$92.74,2024-09-01,coaching
S00959,U0639,P009,—,$22.69,2024-06-02,ebook
S00960,U0789,P034,—,$36.11,2024-10-18,meal_plan
S00961,U0115,P005,—,$27.35,2024-09-19,ebook
S00962,U0403,P028,—,$17.26,2024-08-25,ebook
S00963,U0847,P037,—,$51.51,2024-06-30,meal_plan
S00964,U0379,P006,—,$24.37,2024-01-09,ebook
S00965,U0570,P043,—,$18.26,2024-04-03,ebook
S00966,U0586,P003,—,$22.33,2024-12-26,meal_plan
S00967,U0181,P038,—,$23.48,2024-12-09,ebook
S00968,U0359,P017,N011,$145.67,2024-04-05,coaching
S00969,U0332,P006,—,$23.94,2024-11-05,ebook
S00970,U0026,P044,—,$11.13,2024-09-30,ebook
S00971,U0024,P026,—,$11.33,2024-03-28,ebook
S00972,U0839,P030,—,$46.67,2024-12-02,meal_plan
S00973,U0270,P039,—,$71.46,2024-06-04,supplement
S00974,U0515,P040,—,$33.43,2024-12-10,meal_plan
S00975,U0295,P044,—,$50.28,2024-06-03,supplement
S00976,U0942,P009,—,$9.28,2024-02-27,ebook
S00977,U0259,P045,—,$57.82,2024-01-14,meal_plan
S00978,U0421,P042,—,$11.90,2024-05-03,ebook
S00979,U0879,P041,N018,$68.09,2024-06-03,coaching
S00980,U0849,P010,—,$37.96,2024-01-12,meal_plan
S00981,U0183,P010,—,$23.78,2024-08-15,ebook
S00982,U0805,P031,—,$26.26,2024-08-18,supplement
S00983,U0451,P013,N010,$105.94,2024-07-19,coaching
S00984,U0475,P001,—,$11.05,2024-12-31,ebook
S00985,U0134,P027,N016,$122.71,2024-11-01,coaching
S00986,U0076,P019,—,$20.48,2024-07-23,meal_plan
S00987,U0730,P038,N020,$142.53,2024-09-06,coaching
S00988,U0489,P004,—,$19.57,2024-08-04,ebook
S00989,U0429,P036,N003,$75.78,2024-11-27,coaching
S00990,U0731,P031,N004,$98.48,2024-11-26,coaching
S00991,U0769,P045,—,$17.72,2024-03-23,ebook
S00992,U0159,P013,—,$18.38,2024-08-12,ebook
S00993,U0610,P015,—,$20.75,2024-12-16,ebook
S00994,U0137,P039,—,$26.07,2024-12-02,ebook
S00995,U0753,P019,N013,$144.98,2024-12-10,coaching
S00996,U0656,P024,—,$50.84,2024-03-23,meal_plan
S00997,U0959,P019,—,$46.63,2024-02-14,meal_plan
S00998,U0065,P009,—,$25.93,2024-03-21,meal_plan
S00999,U0054,P007,—,$50.74,2024-09-09,meal_plan
S01000,U0276,P014,—,$20.14,2024-01-10,ebook
S01001,U0261,P017,N012,$116.69,2024-03-30,coaching
S01002,U0244,P033,—,$20.28,2024-02-02,meal_plan
S01003,U0910,P008,—,$21.35,2024-03-02,ebook
S01004,U0247,P032,N009,$148.37,2024-06-30,coaching
S01005,U0269,P050,—,$54.11,2024-05-16,meal_plan
S01006,U0762,P045,—,$80.92,2024-11-05,supplement
S01007,U0443,P046,—,$21.02,2024-08-12,meal_plan
S01008,U0779,P049,—,$23.44,2024-02-24,meal_plan
S01009,U0062,P040,—,$50.29,2024-02-22,meal_plan
S01010,U0481,P003,—,$39.29,2024-03-26,meal_plan
S01011,U0032,P014,—,$55.44,2024-03-21,meal_plan
S01012,U0058,P046,—,$36.66,2024-09-16,meal_plan
S01013,U0910,P007,N005,$113.71,2024-06-20,coaching
S01014,U0140,P008,—,$52.94,2024-08-12,meal_plan
S01015,U0528,P050,—,$74.22,2024-05-05,supplement
S01016,U0405,P031,—,$32.65,2024-09-15,meal_plan
S01017,U0343,P018,—,$16.45,2024-07-31,ebook
S01018,U0904,P043,N008,$64.16,2024-09-28,coaching
S01019,U0022,P015,N005,$129.18,2024-07-30,coaching
S01020,U0662,P030,—,$85.92,2024-09-21,supplement
S01021,U0965,P024,—,$56.75,2024-08-14,meal_plan
S01022,U0555,P001,—,$23.35,2024-09-21,ebook
S01023,U0938,P006,—,$46.65,2024-07-24,supplement
S01024,U0048,P011,—,$52.78,2024-07-20,supplement
S01025,U0412,P043,—,$55.90,2024-03-18,meal_plan
S01026,U0260,P004,—,$87.57,2024-12-31,supplement
S01027,U0734,P034,—,$57.91,2024-08-02,meal_plan
S01028,U0982,P044,N018,$136.35,2024-06-09,coaching
S01029,U0256,P001,—,$77.93,2024-09-27,supplement
S01030,U0654,P010,—,$47.01,2024-08-16,meal_plan
S01031,U0195,P035,—,$43.97,2024-11-12,meal_plan
S01032,U0562,P045,—,$32.81,2024-11-28,meal_plan
S01033,U0457,P013,N010,$57.43,2024-10-02,coaching
S01034,U0974,P047,—,$23.38,2024-03-05,ebook
S01035,U0609,P035,N010,$70.37,2024-09-18,coaching
S01036,U0346,P034,N011,$124.70,2024-03-22,coaching
S01037,U0112,P035,—,$20.85,2024-05-03,ebook
S01038,U0151,P020,—,$48.06,2024-09-15,meal_plan
S01039,U0223,P004,—,$25.83,2024-05-12,ebook
S01040,U0249,P023,—,$23.95,2024-11-29,meal_plan
S01041,U0858,P029,—,$44.07,2024-01-03,supplement
S01042,U0557,P016,N019,$105.56,2024-11-17,coaching
S01043,U0520,P039,—,$28.35,2024-06-02,meal_plan
S01044,U0112,P046,—,$20.46,2024-03-12,ebook
S01045,U0867,P034,—,$48.50,2024-02-23,meal_plan
S01046,U0722,P038,—,$12.85,2024-07-03,ebook
S01047,U0063,P010,N014,$131.84,2024-02-11,coaching
S01048,U0704,P028,—,$26.77,2024-08-31,ebook
S01049,U0538,P005,—,$16.39,2024-09-26,ebook
S01050,U0078,P036,N017,$126.88,2024-05-15,coaching
S01051,U0451,P041,N014,$148.65,2024-12-18,coaching
S01052,U0478,P032,—,$71.83,2024-08-01,supplement
S01053,U0165,P010,—,$39.23,2024-09-05,meal_plan
S01054,U0948,P009,—,$57.72,2024-09-19,meal_plan
S01055,U0857,P008,—,$69.45,2024-08-21,supplement
S01056,U0666,P048,N006,$143.41,2024-07-08,coaching
S01057,U0455,P008,—,$63.50,2024-07-28,supplement
S01058,U0405,P024,—,$20.44,2024-01-21,ebook
S01059,U0650,P008,N012,$79.49,2024-07-10,coaching
S01060,U0540,P032,—,$9.56,2024-03-14,ebook
S01061,U0058,P038,—,$17.44,2024-06-05,ebook
S01062,U0507,P014,—,$36.72,2024-09-07,supplement
S01063,U0809,P036,—,$15.97,2024-01-23,ebook
S01064,U0452,P037,N010,$105.58,2024-06-21,coaching
S01065,U0048,P031,—,$52.38,2024-11-06,meal_plan
S01066,U0789,P009,—,$19.10,2024-08-23,ebook
S01067,U0200,P043,—,$36.96,2024-06-15,meal_plan
S01068,U0259,P040,—,$22.29,2024-07-28,ebook
S01069,U0164,P026,N011,$103.10,2024-12-09,coaching
S01070,U0327,P048,—,$42.75,2024-02-15,supplement
S01071,U0758,P046,—,$26.59,2024-11-18,supplement
S01072,U0515,P046,—,$31.35,2024-11-26,meal_plan
S01073,U0204,P036,—,$10.70,2024-11-12,ebook
S01074,U0883,P049,N002,$144.73,2024-09-24,coaching
S01075,U0885,P031,—,$19.05,2024-01-10,ebook
S01076,U0878,P035,—,$12.59,2024-01-10,ebook
S01077,U0239,P014,—,$13.91,2024-12-27,ebook
S01078,U0444,P038,—,$36.77,2024-09-30,meal_plan
S01079,U0987,P026,—,$42.56,2024-09-08,meal_plan
S01080,U0774,P002,—,$46.76,2024-04-02,supplement
S01081,U0027,P034,N011,$87.20,2024-02-16,coaching
S01082,U0062,P007,—,$19.84,2024-05-26,ebook
S01083,U0457,P017,—,$24.37,2024-03-19,ebook
S01084,U0913,P027,—,$22.57,2024-01-31,ebook
S01085,U0534,P021,—,$26.26,2024-12-31,meal_plan
S01086,U0490,P025,—,$10.97,2024-03-13,ebook
S01087,U0101,P021,N009,$86.55,2024-03-02,coaching
S01088,U0656,P016,—,$24.04,2024-10-27,ebook
S01089,U0828,P033,—,$24.05,2024-07-16,ebook
S01090,U0376,P018,—,$28.88,2024-08-25,supplement
S01091,U0778,P005,N016,$51.89,2024-11-20,coaching
S01092,U0966,P002,—,$14.38,2024-10-27,ebook
S01093,U0203,P016,—,$49.52,2024-11-29,meal_plan
S01094,U0520,P020,—,$41.73,2024-08-16,meal_plan
S01095,U0282,P041,—,$19.01,2024-03-13,ebook
S01096,U0795,P011,N008,$102.75,2024-08-04,coaching
S01097,U0576,P036,—,$53.91,2024-01-01,supplement
S01098,U0637,P040,—,$30.57,2024-03-26,meal_plan
S01099,U0801,P031,—,$14.47,2024-05-08,ebook
S01100,U0392,P025,—,$58.97,2024-11-19,meal_plan
S01101,U0917,P033,—,$14.63,2024-03-23,ebook
S01102,U0528,P037,—,$21.80,2024-02-15,meal_plan
S01103,U0158,P008,N005,$121.51,2024-05-23,coaching
S01104,U0695,P014,—,$64.07,2024-06-11,supplement
S01105,U0796,P022,—,$65.65,2024-12-28,supplement
S01106,U0315,P016,N011,$83.16,2024-08-23,coaching
S01107,U0865,P022,—,$26.02,2024-12-20,supplement
S01108,U0910,P001,—,$21.18,2024-01-03,ebook
S01109,U0273,P044,—,$36.11,2024-10-11,supplement
S01110,U0985,P046,—,$56.29,2024-07-20,supplement
S01111,U0142,P042,N003,$102.86,2024-12-09,coaching
S01112,U0202,P008,N012,$146.20,2024-07-11,coaching
S01113,U0180,P023,—,$34.47,2024-12-22,meal_plan
S01114,U0898,P008,—,$54.61,2024-04-08,supplement
S01115,U0654,P015,N001,$124.84,2024-12-14,coaching
S01116,U0153,P023,—,$37.26,2024-11-10,supplement
S01117,U0432,P046,—,$27.85,2024-09-09,meal_plan
S01118,U0617,P003,—,$42.97,2024-12-26,supplement
S01119,U0080,P014,—,$19.29,2024-11-22,meal_plan
S01120,U0888,P018,N019,$99.03,2024-03-28,coaching
S01121,U0806,P043,N019,$116.22,2024-11-04,coaching
S01122,U0499,P005,N019,$61.82,2024-02-03,coaching
S01123,U0969,P037,—,$26.11,2024-09-24,ebook
S01124,U0411,P018,—,$26.67,2024-12-13,meal_plan
S01125,U0985,P045,—,$22.55,2024-11-10,ebook
S01126,U0665,P036,—,$26.66,2024-01-02,ebook
S01127,U0637,P042,—,$68.08,2024-11-28,supplement
S01128,U0166,P021,—,$17.65,2024-07-27,ebook
S01129,U0888,P044,—,$19.37,2024-09-10,ebook
S01130,U0420,P049,N002,$137.38,2024-04-24,coaching
S01131,U0162,P027,—,$19.65,2024-06-10,ebook
S01132,U0013,P013,—,$15.69,2024-10-19,ebook
S01133,U0555,P048,—,$28.03,2024-12-19,meal_plan
S01134,U0524,P005,N008,$68.69,2024-06-17,coaching
S01135,U0716,P041,—,$21.51,2024-01-15,ebook
S01136,U0896,P002,N019,$128.72,2024-06-20,coaching
S01137,U0074,P016,—,$23.31,2024-05-02,meal_plan
S01138,U0734,P004,—,$77.58,2024-09-23,supplement
S01139,U0185,P005,—,$50.03,2024-11-13,meal_plan
S01140,U0866,P007,N015,$106.89,2024-02-13,coaching
S01141,U0824,P003,—,$49.15,2024-12-21,supplement
S01142,U0536,P009,—,$10.24,2024-08-14,ebook
S01143,U0707,P040,—,$21.52,2024-02-03,ebook
S01144,U0312,P004,—,$20.19,2024-05-30,ebook
S01145,U0464,P026,—,$22.83,2024-07-29,meal_plan
S01146,U0827,P039,—,$24.75,2024-11-15,ebook
S01147,U0452,P025,—,$18.28,2024-08-07,ebook
S01148,U0353,P040,—,$31.48,2024-11-29,supplement
S01149,U0487,P002,—,$54.06,2024-06-17,supplement
S01150,U0835,P007,N004,$50.23,2024-12-31,coaching
S01151,U0333,P013,—,$27.09,2024-03-05,ebook
S01152,U0172,P017,—,$33.22,2024-09-03,meal_plan
S01153,U0709,P029,—,$26.44,2024-03-11,meal_plan
S01154,U0832,P004,—,$24.11,2024-10-26,meal_plan
S01155,U0094,P042,N012,$80.12,2024-10-04,coaching
S01156,U0239,P010,—,$37.78,2024-11-04,meal_plan
S01157,U0143,P024,—,$28.41,2024-09-22,ebook
S01158,U0344,P044,N005,$54.73,2024-09-16,coaching
S01159,U0443,P036,—,$53.35,2024-08-04,meal_plan
S01160,U0751,P013,—,$21.81,2024-04-13,ebook
S01161,U0651,P022,—,$26.57,2024-08-31,meal_plan
S01162,U0624,P030,—,$42.99,2024-06-18,meal_plan
S01163,U0349,P037,—,$86.64,2024-11-11,supplement
S01164,U0849,P022,—,$12.25,2024-08-20,ebook
S01165,U0464,P003,—,$56.74,2024-01-02,supplement
S01166,U0981,P045,—,$28.21,2024-11-15,meal_plan
S01167,U0637,P031,—,$23.69,2024-06-18,ebook
S01168,U0128,P025,—,$27.21,2024-04-04,meal_plan
S01169,U0675,P001,—,$33.51,2024-02-07,meal_plan
S01170,U0323,P036,N004,$63.24,2024-08-13,coaching
S01171,U0685,P038,—,$27.25,2024-07-03,ebook
S01172,U0065,P002,—,$12.98,2024-05-25,ebook
S01173,U0172,P017,—,$23.38,2024-06-22,ebook
S01174,U0863,P016,—,$26.14,2024-01-12,meal_plan
S01175,U0224,P017,—,$27.21,2024-01-11,ebook
S01176,U0844,P009,—,$34.16,2024-02-26,meal_plan
S01177,U0274,P014,—,$15.10,2024-05-02,ebook
S01178,U0643,P024,N006,$143.12,2024-11-15,coaching
S01179,U0693,P046,—,$29.18,2024-03-14,supplement
S01180,U0507,P009,—,$75.87,2024-04-08,supplement
S01181,U0305,P045,N012,$80.80,2024-08-07,coaching
S01182,U0210,P016,—,$83.94,2024-11-11,supplement
S01183,U0032,P035,N010,$127.96,2024-06-16,coaching
S01184,U0302,P041,—,$24.91,2024-03-05,ebook
S01185,U0653,P038,—,$81.69,2024-04-17,supplement
S01186,U0940,P031,—,$50.64,2024-11-10,meal_plan
S01187,U0878,P033,—,$16.76,2024-11-26,ebook
S01188,U0769,P024,—,$38.94,2024-08-25,meal_plan
S01189,U0791,P046,—,$16.48,2024-12-21,ebook
S01190,U0663,P032,N016,$75.83,2024-07-24,coaching
S01191,U0260,P038,—,$44.99,2024-04-16,meal_plan
S01192,U0911,P013,—,$18.04,2024-04-30,ebook
S01193,U0668,P020,N014,$137.87,2024-10-19,coaching
S01194,U0556,P024,—,$14.09,2024-02-13,ebook
S01195,U0108,P006,—,$14.90,2024-09-22,ebook
S01196,U0439,P038,N002,$95.53,2024-11-14,coaching
S01197,U0453,P029,—,$18.35,2024-07-28,ebook
S01198,U0870,P032,N011,$76.30,2024-01-13,coaching
S01199,U0542,P015,—,$14.31,2024-02-08,ebook
S01200,U0376,P006,N010,$133.26,2024-09-19,coaching
S01201,U0979,P006,N009,$141.66,2024-02-20,coaching
S01202,U0107,P024,—,$9.77,2024-04-12,ebook
S01203,U0415,P044,—,$15.58,2024-06-03,ebook
S01204,U0039,P050,—,$46.34,2024-05-20,meal_plan
S01205,U0741,P039,—,$28.96,2024-10-05,ebook
S01206,U0920,P001,—,$74.28,2024-05-24,supplement
S01207,U0275,P026,—,$56.83,2024-10-23,meal_plan
S01208,U0866,P001,—,$37.88,2024-09-19,meal_plan
S01209,U0289,P010,—,$80.39,2024-04-26,supplement
S01210,U0914,P048,—,$13.20,2024-04-29,ebook
S01211,U0755,P036,N015,$121.25,2024-08-24,coaching
S01212,U0808,P006,—,$15.26,2024-04-06,ebook
S01213,U0018,P045,N014,$69.96,2024-08-18,coaching
S01214,U0964,P002,—,$48.98,2024-10-22,supplement
S01215,U0727,P020,—,$85.37,2024-01-05,supplement
S01216,U0304,P043,N012,$82.98,2024-08-02,coaching
S01217,U0837,P049,N013,$125.28,2024-12-19,coaching
S01218,U0276,P021,N019,$51.32,2024-01-17,coaching
S01219,U0879,P010,—,$87.54,2024-06-18,supplement
S01220,U0110,P039,N020,$106.39,2024-07-19,coaching
S01221,U0700,P014,—,$85.72,2024-02-02,supplement
S01222,U0536,P013,N016,$59.86,2024-10-18,coaching
S01223,U0090,P041,—,$82.26,2024-02-17,supplement
S01224,U0241,P044,—,$20.06,2024-01-17,ebook
S01225,U0013,P039,—,$38.54,2024-04-05,meal_plan
S01226,U0461,P025,—,$14.68,2024-04-29,ebook
S01227,U0298,P034,—,$10.40,2024-01-30,ebook
S01228,U0597,P001,N006,$81.68,2024-07-29,coaching
S01229,U0294,P008,N005,$102.65,2024-09-01,coaching
S01230,U0298,P025,—,$57.20,2024-04-15,meal_plan
S01231,U0746,P014,—,$15.20,2024-12-29,ebook
S01232,U0046,P011,—,$43.15,2024-06-07,meal_plan
S01233,U0907,P033,N015,$76.54,2024-01-04,coaching
S01234,U0860,P029,—,$29.09,2024-07-23,supplement
S01235,U0665,P016,—,$40.03,2024-10-18,meal_plan
S01236,U0593,P030,—,$54.61,2024-01-21,supplement
S01237,U0897,P019,—,$44.85,2024-08-21,meal_plan
S01238,U0182,P046,—,$24.85,2024-07-19,ebook
S01239,U0074,P012,—,$35.60,2024-04-01,meal_plan
S01240,U0239,P047,—,$52.65,2024-07-15,supplement
S01241,U0796,P012,—,$69.71,2024-02-18,supplement
S01242,U0033,P003,N008,$137.55,2024-03-21,coaching
S01243,U0583,P041,—,$19.75,2024-12-07,ebook
S01244,U0996,P045,—,$71.50,2024-04-21,supplement
S01245,U0863,P027,—,$88.51,2024-10-10,supplement
S01246,U0518,P024,—,$10.53,2024-02-23,ebook
S01247,U0060,P050,N011,$90.01,2024-03-25,coaching
S01248,U0839,P033,—,$9.89,2024-01-14,ebook
S01249,U0598,P045,—,$22.51,2024-08-24,ebook
S01250,U0112,P048,N013,$134.58,2024-07-22,coaching
S01251,U0088,P017,—,$11.29,2024-03-10,ebook
S01252,U0913,P048,—,$18.28,2024-08-24,ebook
S01253,U0666,P036,—,$22.14,2024-12-31,ebook
S01254,U0837,P009,—,$55.13,2024-05-22,supplement
S01255,U0885,P011,—,$52.54,2024-11-06,meal_plan
S01256,U0570,P019,—,$11.48,2024-07-19,ebook
S01257,U0513,P043,—,$24.27,2024-12-12,ebook
S01258,U0422,P029,—,$16.16,2024-04-20,ebook
S01259,U0315,P044,—,$40.29,2024-08-14,meal_plan
S01260,U0426,P041,—,$51.46,2024-11-24,meal_plan
S01261,U0777,P043,—,$54.88,2024-07-18,meal_plan
S01262,U0600,P029,—,$21.10,2024-01-03,meal_plan
S01263,U0897,P025,—,$24.34,2024-05-07,ebook
S01264,U0437,P016,N007,$58.14,2024-08-03,coaching
S01265,U0608,P001,—,$15.74,2024-04-08,ebook
S01266,U0633,P005,—,$27.82,2024-02-19,meal_plan
S01267,U0589,P043,—,$25.72,2024-03-26,meal_plan
S01268,U0699,P033,—,$11.15,2024-06-16,ebook
S01269,U0238,P041,—,$12.79,2024-04-16,ebook
S01270,U0507,P026,—,$85.09,2024-03-02,supplement
S01271,U0100,P007,—,$16.13,2024-03-29,ebook
S01272,U0380,P042,—,$15.32,2024-07-18,ebook
S01273,U0481,P015,—,$10.32,2024-05-22,ebook
S01274,U0652,P024,—,$20.76,2024-04-21,meal_plan
S01275,U0954,P050,N020,$98.96,2024-02-22,coaching
S01276,U0599,P037,—,$25.86,2024-02-18,meal_plan
S01277,U0747,P041,N013,$116.79,2024-12-21,coaching
S01278,U0500,P012,—,$21.71,2024-12-18,ebook
S01279,U0637,P043,—,$18.64,2024-06-20,ebook
S01280,U0066,P038,—,$17.98,2024-09-18,ebook
S01281,U0252,P015,—,$39.14,2024-12-26,meal_plan
S01282,U0358,P015,—,$26.36,2024-03-04,supplement
S01283,U0465,P048,—,$17.57,2024-05-04,ebook
S01284,U0043,P004,—,$24.50,2024-09-12,meal_plan
S01285,U0141,P010,—,$16.51,2024-11-24,ebook
S01286,U0273,P047,—,$20.96,2024-08-15,ebook
S01287,U0973,P022,—,$24.37,2024-06-11,meal_plan
S01288,U0328,P049,—,$20.58,2024-07-31,meal_plan
S01289,U0475,P019,—,$49.02,2024-04-27,meal_plan
S01290,U0194,P022,—,$32.71,2024-04-15,meal_plan
S01291,U0612,P043,N008,$129.15,2024-12-22,coaching
S01292,U0275,P039,—,$53.91,2024-09-23,meal_plan
S01293,U0206,P029,—,$21.60,2024-02-03,ebook
S01294,U0511,P005,—,$86.03,2024-01-27,supplement
S01295,U0006,P010,—,$56.53,2024-03-05,meal_plan
S01296,U0007,P038,—,$19.98,2024-04-14,ebook
S01297,U0215,P006,—,$17.52,2024-08-27,ebook
S01298,U0035,P047,—,$12.95,2024-08-05,ebook
S01299,U0103,P016,—,$15.06,2024-10-22,ebook
S01300,U0336,P041,N007,$76.19,2024-09-03,coaching
S01301,U0805,P024,—,$16.96,2024-03-26,ebook
S01302,U0570,P028,N017,$109.94,2024-08-09,coaching
S01303,U0507,P031,—,$19.79,2024-07-14,meal_plan
S01304,U0290,P006,N010,$108.52,2024-03-19,coaching
S01305,U0933,P012,N009,$87.05,2024-06-05,coaching
S01306,U0393,P025,N018,$109.60,2024-02-06,coaching
S01307,U0083,P046,—,$18.39,2024-03-20,ebook
S01308,U0619,P001,—,$25.82,2024-09-13,supplement
S01309,U0112,P024,—,$38.66,2024-07-31,meal_plan
S01310,U0341,P048,—,$48.88,2024-09-07,supplement
S01311,U0502,P038,—,$10.42,2024-01-20,ebook
S01312,U0880,P008,—,$49.63,2024-10-16,supplement
S01313,U0487,P049,—,$17.73,2024-05-10,ebook
S01314,U0699,P049,—,$47.89,2024-09-17,meal_plan
S01315,U0993,P041,—,$46.54,2024-12-22,meal_plan
S01316,U0133,P025,—,$27.53,2024-05-06,ebook
S01317,U0271,P003,—,$27.43,2024-07-04,ebook
S01318,U0391,P044,—,$20.13,2024-12-06,meal_plan
S01319,U0414,P017,—,$43.22,2024-12-14,meal_plan
S01320,U0405,P016,—,$21.04,2024-12-05,ebook
S01321,U0911,P001,—,$23.67,2024-02-17,meal_plan
S01322,U0711,P025,—,$34.91,2024-10-27,meal_plan
S01323,U0609,P006,—,$58.19,2024-04-06,supplement
S01324,U0309,P011,—,$78.10,2024-05-09,supplement
S01325,U0830,P033,—,$57.71,2024-12-03,meal_plan
S01326,U0958,P038,—,$44.71,2024-07-29,supplement
S01327,U0826,P047,—,$53.78,2024-02-25,meal_plan
S01328,U0002,P050,—,$50.90,2024-03-14,meal_plan
S01329,U0639,P014,—,$27.60,2024-07-22,ebook
S01330,U0048,P001,—,$58.48,2024-09-08,meal_plan
S01331,U0257,P005,—,$24.47,2024-08-01,ebook
S01332,U0056,P042,N010,$122.30,2024-03-28,coaching
S01333,U0602,P012,—,$23.08,2024-04-11,ebook
S01334,U0685,P033,N004,$94.07,2024-04-18,coaching
S01335,U0112,P004,—,$24.00,2024-04-08,ebook
S01336,U0379,P027,—,$17.81,2024-11-15,ebook
S01337,U0450,P041,—,$12.32,2024-05-30,ebook
S01338,U0367,P008,—,$14.54,2024-06-24,ebook
S01339,U0119,P016,—,$18.56,2024-12-10,ebook
S01340,U0412,P001,—,$21.44,2024-01-04,meal_plan
S01341,U0753,P003,—,$22.87,2024-09-24,meal_plan
S01342,U0066,P025,—,$43.12,2024-05-16,meal_plan
S01343,U0075,P031,—,$73.44,2024-11-05,supplement
S01344,U0351,P024,N011,$148.94,2024-05-02,coaching
S01345,U0944,P043,—,$50.50,2024-11-08,supplement
S01346,U0665,P023,—,$26.46,2024-02-21,ebook
S01347,U0676,P045,—,$17.04,2024-03-12,ebook
S01348,U0358,P008,—,$26.38,2024-05-23,ebook
S01349,U0593,P049,—,$77.16,2024-07-07,supplement
S01350,U0010,P044,N016,$100.49,2024-12-04,coaching
S01351,U0639,P041,—,$28.15,2024-06-13,ebook
S01352,U0916,P024,—,$26.47,2024-06-15,ebook
S01353,U0615,P015,—,$43.27,2024-07-23,meal_plan
S01354,U0880,P006,—,$32.93,2024-08-31,meal_plan
S01355,U0723,P045,—,$82.93,2024-07-16,supplement
S01356,U0118,P013,—,$23.24,2024-09-23,ebook
S01357,U0907,P046,—,$57.30,2024-03-06,supplement
S01358,U0062,P006,N010,$132.24,2024-10-07,coaching
S01359,U0529,P030,—,$35.76,2024-08-16,supplement
S01360,U0143,P031,—,$67.41,2024-05-03,supplement
S01361,U0011,P011,—,$24.07,2024-12-03,ebook
S01362,U0414,P007,—,$36.40,2024-01-15,meal_plan
S01363,U0291,P021,—,$27.05,2024-05-23,ebook
S01364,U0479,P017,—,$22.32,2024-12-09,ebook
S01365,U0575,P009,—,$27.45,2024-11-20,ebook
S01366,U0041,P006,—,$50.82,2024-06-19,meal_plan
S01367,U0123,P037,—,$74.05,2024-11-03,supplement
S01368,U0554,P022,—,$16.54,2024-07-14,ebook
S01369,U0340,P036,—,$57.65,2024-08-11,meal_plan
S01370,U0731,P015,—,$29.36,2024-05-28,meal_plan
S01371,U0652,P006,—,$15.80,2024-10-30,ebook
S01372,U0852,P048,—,$85.29,2024-10-20,supplement
S01373,U0692,P021,N013,$106.69,2024-01-01,coaching
S01374,U0421,P038,—,$19.71,2024-07-17,ebook
S01375,U0670,P021,—,$74.36,2024-12-13,supplement
S01376,U0272,P009,—,$58.26,2024-11-04,supplement
S01377,U0306,P007,N013,$49.92,2024-08-23,coaching
S01378,U0791,P019,—,$25.74,2024-09-12,ebook
S01379,U0439,P010,—,$43.06,2024-03-15,meal_plan
S01380,U0801,P045,—,$20.37,2024-06-12,meal_plan
S01381,U0828,P045,—,$11.47,2024-12-27,ebook
S01382,U0865,P041,N007,$98.50,2024-12-26,coaching
S01383,U0919,P004,—,$87.79,2024-06-19,supplement
S01384,U0422,P046,—,$13.21,2024-04-25,ebook
S01385,U0316,P004,—,$55.93,2024-04-01,meal_plan
S01386,U0581,P047,—,$50.08,2024-12-03,supplement
S01387,U0369,P011,—,$88.43,2024-10-07,supplement
S01388,U0599,P028,N016,$148.03,2024-07-19,coaching
S01389,U0702,P034,N010,$77.24,2024-04-09,coaching
S01390,U0687,P036,—,$34.75,2024-03-08,meal_plan
S01391,U0372,P038,—,$26.32,2024-01-28,ebook
S01392,U0166,P046,—,$31.16,2024-12-01,meal_plan
S01393,U0422,P009,—,$17.84,2024-09-04,ebook
S01394,U0143,P010,—,$13.20,2024-04-10,ebook
S01395,U0895,P001,—,$33.49,2024-10-21,meal_plan
S01396,U0342,P010,—,$16.53,2024-08-06,ebook
S01397,U0155,P011,—,$56.04,2024-02-19,meal_plan
S01398,U0025,P031,N006,$143.51,2024-03-01,coaching
S01399,U0645,P042,—,$46.66,2024-08-10,supplement
S01400,U0639,P041,—,$71.24,2024-05-05,supplement
S01401,U0337,P016,—,$16.93,2024-06-03,ebook
